person,Person_ID,position,declaration_year,source_type,source_link,index,point_title,declarer/family,no_data,numeric_value,unit_of_measures,family_member,transport_mark,transport_model,transport_description,transport_year,purchase_cost,unit_of_measures_purchase,rent_cost,unit_of_measures_rent,foreign_income_country,foreign_income_currency,foreign_currency_number,additional,block,chapter_num,chapter_name
Задорожний Вячеслав Казимирович,19397,,2011,скан-копія,http://chesno.org/media/declaration/OVO_033_Zadorozhnyi.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Задорожна В.І.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,10,матеріальна допомога,декларант,,35828,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,23,Земельні ділянки,декларант,,3659,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,23,Земельні ділянки,декларант,,3757,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,25,Квартири,декларант,,105,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,26,Садовий (дачний) будинок,декларант,,758.4,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,27,Гаражі,декларант,,20,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,29,Земельні ділянки,сім'я,,1069,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,29,Земельні ділянки,сім'я,,273848,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,31,Квартири,сім'я,,105,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,31,Квартири,сім'я,,121.6,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,35,Автомобілі легкові,декларант,,,,,Lexus,RX 350,3500 см3,2008,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,35,Автомобілі легкові,декларант,,,,,Nissan,Maxima,2000 см3,2002,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,398213,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,5,Загальна сумма сукупного доходу,декларант,,264283,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,207893,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,51,Сума коштів на рахунках у банках та інших фінансових установах,сім'я,,398213,,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,54,Добровільне страхування,декларант,,23800,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,218359,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Зарубінський Олег Олександрович,138,,2011,скан-копія,http://chesno.org/media/declaration/Zarubinskiy_Pr_38.pdf,6.1,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",сім'я,,197797,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
